year,assoc_actor_1,country,admin1,admin2,admin3,location,latitude,longitude,notes,fatalities,date_of_event
2022,Labor Group (Iran),Iran,Yazd,Yazd,Central,Yazd,31.897,54.368,"On 15 December 2022, municipal workers went on strike and protested in front of the government offices in Yazd city (Yazd) in response to a recent reduction in salaries.",0,2022-12-15
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 12,35.681,51.429,"On 15 December 2022, rioters threw molotov cocktails at a Basij post in the Maraej area of Tehran - District 12 (Tehran) as part of continuing demonstrations following the death of Mahsa Amini.",0,2022-12-15
2022,Women (Iran),Iran,Kermanshah,Islamabad-e-Gharb,Central,Eslamabad-e Gharb,34.106,46.527,"On 15 December 2022, a chelham vigil--the 40th day of mourning in Iranian tradition--was held in Eslamabad-e Gharb city (Kermanshah) for a protester killled during the ongoing Mahsa Amini-related protests. During the vigil, participants chanted anti-government slogans.",0,2022-12-15
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 21,35.708,51.215,"On 15 December 2022, protesters rallied in the Chitgar neighborhood of Tehran - District 21 (Tehran) as part of the ongoing demonstrations related to the death of Mahsa Amini, chanting anti-government slogans.",0,2022-12-15
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 5,35.743,51.308,"On 15 December 2022, protesters rallied in the Ekbatan neighborhood of Tehran - District 5 (Tehran) as part of the ongoing demonstrations related to the death of Mahsa Amini, chanting anti-government slogans.",0,2022-12-15
2022,NA,Iran,Tehran,Tehran,NA,Tehran,35.694,51.422,"On 15 December 2022, families of those killed when Flight 752 was shot down protested at a military court in Tehran city (Tehran) calling for justice.",0,2022-12-15
2022,NA,Iran,Kerman,Rabar,Central,Rudbar,29.28,56.961,"On 14 December 2022, Iranian police shot without warning at a car in the Islamabad area of Rudbar city (Kerman) killing one of the occupants of the car, a Baloch man.",1,2022-12-14
2022,Health Workers (Iran),Iran,Razavi Khorasan,Mashhad,Central,Mashhad,36.316,59.568,"On 14 December 2022, doctors held a protest rally in front of Shariati Hospital in Mashhad city (Razavi Khorasan) in criticism of the government sentencing a doctor arrested for involvement in recent demonstrations to death.",0,2022-12-14
2022,Health Workers (Iran),Iran,Tehran,Tehran,Central,Tehran - District 2,35.751,51.362,"On 14 December 2022, doctors and other health workers held a protest rally in front of the Ministry of Health in Tehran - District 2 (Tehran) in criticism of the death sentence being given to an arrested doctor who had helped protesters. Police intervened and arrested several of the doctors, taking them to the police station in Jannat Abad neighborhood.",0,2022-12-14
2022,NA,Iran,Kurdistan,Sannandaj,Central,Sanandaj,35.315,46.999,"On 14 December 2022, Iranian police shot a young man in the leg in the public square in Sanandaj city (Kurdistan) while he was in the act of vandalizing a statue, taking him into custody.",0,2022-12-14
2022,Health Workers (Iran),Iran,Tehran,Tehran,Central,Tehran - District 2,35.751,51.362,"On 13 December 2022, doctors and other health workers held a protest rally in the Ivanek neighborhood of Tehran - District 2 (Tehran) in condemnation of a detained doctor receiving the death sentence.",0,2022-12-13
2022,NA,Iran,Razavi Khorasan,Mashhad,Central,Mashhad,36.316,59.568,"On 13 December 2022, the Iranian government executed Majidreza Rahnavard in public in Mashhad city (Razavi Khorasan) for his participation in the demosntrations related to the death of Mahsa Amini.",1,2022-12-13
2022,NA,Iran,West Azerbaijan,Bukan,Central,Bukan,36.521,46.209,"On 13 December 2022, a Kurdish prisoner arrested during the demonstrations received grevious injuries in prison and was transferred to a hospital in Bukan city (West Azerbaijan) where he later died of his injuries on 19 December. His family and Kurdish activists allege that he was tortured by prison staff which caused the injuries that resulted in his death.",1,2022-12-13
2022,Labor Group (Iran),Iran,Tehran,Tehran,NA,Tehran,35.694,51.422,"On 13 December 2022, employees of the Tehran Metro protested in Tehran city (Tehran) in criticism of alleged discrimination and low wages.",0,2022-12-13
2022,Students (Iran); Women (Iran),Iran,East Azerbaijan,Tabriz,Central,Tabriz,38.08,46.292,"On 13 December 2022, students from the Tabriz University of Medical Sciences protested on campus in Tabriz city (East Azerbaijan) as part of the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-13
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 10,35.685,51.369,"On 13 December 2022, students from Sooreh University protested on campus in Tehran - District 10 (Tehran) in condemnation of execution sentences given to protesters arrested during the Mahsa Amini demonstrations. Police forces confronted some of the protesters and confiscated their phones.",0,2022-12-13
2022,Women (Iran),Iran,Fars,Firuzabad,Central,Firuzabad,28.844,52.571,"On 13 December 2022, rioters set fire to a Basij post in Firuzabad city (Fars) as part of the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-13
2022,Women (Iran),Iran,Kohgiluyeh and Boyer-Ahmad,Yasooj,Central,Yasuj,30.668,51.588,"On 13 December 2022, rioters set fire to a Basij post in Yasuj city (Kohgiluyeh and Boyer-Ahmad) as part of the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-13
2022,Women (Iran),Iran,Hamadan,Hamadan,Central,Hamadan,34.799,48.515,"On 13 December 2022, rioters threw molotov cocktails at a Basij post in Hamadan city (Hamadan) as part of the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-13
2022,Women (Iran),Iran,Yazd,Yazd,Central,Yazd,31.897,54.368,"On 13 December 2022, rioters threw molotov cocktails at a Basij post in Yazd city (Yazd) as part of the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-13
2022,Women (Iran),Iran,Kurdistan,Sannandaj,Central,Sanandaj,35.315,46.999,"On 13 December 2022, rioters set fire to a policeman's house in Sanandaj city (Kurdistan) for his role in suppressing the demonstrations related to the death of Mahsa Amini.",0,2022-12-13
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 21,35.708,51.215,"On 13 December 2022, protesters rallied in the Chitgar neighborhood of Tehran - District 21 (Tehran) as part of the ongoing demonstrations related to the death of Mahsa Amini, chanting anti-government slogans.",0,2022-12-13
2022,Women (Iran),Iran,Tehran,Rey,Kahrizak,Baghershahr,35.529,51.407,"On 13 December 2022, rioters threw molotov cocktails at a city council building in Baghershahr city (Tehran) as part of the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-13
2022,NA,Iran,Tehran,Tehran,Central,Tehran - District 21,35.708,51.215,"On 13 December 2022, aggrieved customers protested at Ramak Khodro in Tehran - District 21 (Tehran) over the failure of the company to deliver upon pre-ordered cars.",0,2022-12-13
2022,NA,Iran,Kermanshah,Javanrud,Central,Javanrud,34.807,46.491,"On 13 December 2022, protesters held a sit-in in front of the government offices in Javanrud city (Kermanshah) demanding the release of an arrested cleric.",0,2022-12-13
2022,NA,Iran,Razavi Khorasan,Mashhad,Central,Mashhad,36.316,59.568,"On 13 December 2022, demonstrators tried to hold a mourning vigil at a mosque in Mashhad city (Razavi Khorasan) in response to the execution of Majidreza Rahnavard, who had been arrested at earlier demonstrations. Upon the police preventing the vigil, the demonstration turned violent. The demonstrators clashed with police and set fire to a government complex.",0,2022-12-13
2022,NA,Iran,West Azerbaijan,Sardasht,Central,Sardasht,36.155,45.479,"On 12 December 2022, IRGC soldiers shot at two Kurdish shepherds in the border area of Sardasht county (West Azerbaijan) causing them to fall to their deaths.",2,2022-12-12
2022,Health Workers (Iran),Iran,Tehran,Tehran,Central,Tehran - District 2,35.751,51.362,"On 12 December 2022, nurses protested in front of the Ministry of Health in Tehran - District 2 (Tehran) demanding the implementation of a nurse's tariff and criticizing low wages.",0,2022-12-12
2022,Health Workers (Iran),Iran,Fars,Shiraz,Central,Shiraz,29.61,52.531,"On 12 December 2022, nurses protested in front of the Shiraz University of Medical Sciences in Shiraz city (Fars) demanding the implementation of a nurse's tariff and criticizing low wages.",0,2022-12-12
2022,Students (Iran); Women (Iran),Iran,Lorestan,Khorramabad,Central,Khorramabad,33.488,48.356,"On 12 December 2022, students burned banners of the Supreme Leader on the campus of Azad University in Khorramabad city (Lorestan) as part of the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-12
2022,Students (Iran),Iran,Isfahan,Isfahan,Central,Isfahan,32.653,51.675,"On 12 December 2022, students from the Isfahan School of Art held a protest rally on campus in Isfahan city (Isfahan) as part of the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-12
2022,Students (Iran); Women (Iran),Iran,Razavi Khorasan,Mashhad,Central,Mashhad,36.316,59.568,"On 12 December 2022, students from Al Zahra University and other protesters rallied in Mashhad city (Razavi Khorasan) as part of the ongoing demonstrations related to Mahsa Amini's death, and condemned the issuance of execution sentences for arrested protesters.",0,2022-12-12
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 22,35.742,51.206,"On 12 December 2022, students from Allameh Tabatabai University rallied on campus in Tehran - District 22 (Tehran) as part of the ongoing demonstrations related to the death of Mahsa Amini and in condemnation of the government sentencing a detained protester to death, chanting anti-government slogans. Plainclothes police confronted the students and attacked several of them.",0,2022-12-12
2022,Women (Iran),Iran,Tehran,Shahr-e Qods,Central,Andisheh,35.709,51.023,"On 12 December 2022, rioters threw molotov cocktails at a Basij post in the Phase 4 area of Andisheh city (Tehran) as part of the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-12
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 5,35.743,51.308,"On 12 December 2022, demonstrators blocked streets with fire in the Ekbatan area of Tehran - District 5 (Tehran) as part of the ongoing demonstrations related to the death of Mahsa Amini, chanting anti-government slogans.",0,2022-12-12
2022,Women (Iran),Iran,Alborz,Karaj,Central,Karaj,35.833,50.992,"On 12 December 2022, demonstrators removed hijabs and vandalized government advertisements in Karaj city (Alborz) as part of the ongoing demonstrations related to the death of Mahsa Amini, chanting anti-government slogans.",0,2022-12-12
2022,Women (Iran),Iran,Mazandaran,Amol,Central,Amol,36.47,52.351,"On 12 December 2022, demonstrators set a statue of Qassem Suleimani on fire in Amol city (Mazandaran) as part of the ongoing demonstrations following the death of Mahsa Amini.",0,2022-12-12
2022,Women (Iran),Iran,Kurdistan,Saqqez,Central,Saqqez,36.25,46.273,"On 12 December 2022, rioters threw molotov cocktails at a house in Saqqez city (Kurdistan) in retaliation for the owner's participation in suppression of the ongoing demonstrations related to the death of Mahsa Amini.",0,2022-12-12
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 21,35.708,51.215,"On 12 December 2022, protesters rallied in the Chitgar neighborhood of Tehran - District 21 (Tehran) as part of the ongoing demonstrations related to the death of Mahsa Amini, chanting anti-government slogans.",0,2022-12-12
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 8,35.725,51.491,"On 12 December 2022, protesters rallied in the Haft Hoz area of Tehran - District 8 (Tehran) as part of the ongoing demonstrations related to the death of Mahsa Amini, chanting anti-government slogans.",0,2022-12-12
2022,NA,Iran,Kermanshah,Javanrud,Central,Javanrud,34.807,46.491,"On 12 December 2022, protesters held a sit-in in front of the government offices in Javanrud city (Kermanshah) demanding the release of an arrested cleric.",0,2022-12-12
2022,NA,Iran,Tehran,Tehran,Central,Tehran - District 11,35.681,51.395,"On 12 December 2022, SMA patients and their families held a protest rally in front of the Food and Drug Administration building in Tehran - District 11 (Tehran) demanding greater allocation of necessary medications.",0,2022-12-12
2022,NA,Iran,Tehran,Tehran,Central,Tehran - District 5,35.743,51.308,"On 12 December 2022, Iranian police arrested a doctor in the Ekbatan area of Tehran - District 5 (Tehran) after she had been helping injured demonstrators. Her body was later turned over to her family in a police morgue, and the government claims that she died in a car accident.",1,2022-12-12
2022,NA,Iran,Isfahan,Isfahan,Central,Isfahan,32.653,51.675,"Other: On 12 December 2022, police forces dispersed a gathering of people at Vanak Church in Isfahan city (Isfahan) accusing the gathering of actually being an anti-government protest.",0,2022-12-12
