Laurel Crime Reports,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Date,Classification ,Location ,Summary,,,,,,,,,,
,8/17/23,THEFT FROM AUTO,8200 Blk Harvest Bend Ln,A  wallet was stolen from a vehicle. ,,,,,,,,,,
,8/18/23,THEFT FROM AUTO,1000 Blk Marton St,A tag was stolen off of a Trailer.,,,,,,,,,,
,8/18/23,ARREST SHOPLIFITING,1000 Blk Fairlawn ST,A male was arrested for shoplifting. ,,,,,,,,,,
,8/19/23,DUI ARREST,500 Blk Talbott Ave ,A male was arrested for driving under the influence.,,,,,,,,,,
,8/19/23,STOLEN VEHICLE,6900 Blk Andersons Way ,A Lexus was reported stolen by unknown means. ,,,,,,,,,,
,8/20/23,STOLEN VEHICLE,7600 Blk Woodbine Dr,A BMW was reported stolen by unknown means.,,,,,,,,,,
,8/21/23,STOLEN VEHICLE,15700 Blk Dorset Rd ,An unknown suspect entered an idling vehicle and fled the scene. ,,,,,,,,,,
,8/21/23,ATTEMPTED STOLEN VEHICLE,14000 Blk Briston St,An unknown suspect attempted to steal a Hyundai via popped ignition. ,,,,,,,,,,
,8/22/23,THEFT REPORT,14700 blk Baltimore Ave ,Groceries were stolen.,,,,,,,,,,
,8/22/23,STOLEN VEHICLE,9400 Blk Trevino Ter,A Hyundai was reported stolen by unknown means.,,,,,,,,,,
,8/22/23,ATTEMPTED STOLEN VEHICLE,14100 Blk William St ,An unknown suspect attempted to steal a Hyundai by popped ignition.,,,,,,,,,,
,8/22/23,THEFT REPORT,14100 Blk Baltimore Ave,Electronics were stolen. ,,,,,,,,,,
,8/23/23,STOLEN VEHICLE,14800 Blk Belle Ami Dr,A Kia was reported stolen by unknown means.,,,,,,,,,,
,8/23/23,VANDALISM,14100 Blk West Side Blvd ,An unknown suspect attempted to steal a Hyundai by popped ignition.,,,,,,,,,,
,8/23/23,THEFT REPORT,14700 Blk Baltimore Ave ,Two individuals were observed shoplifting and fleeing the scene. ,,,,,,,,,,
,8/23/23,THEFT REPORT,14700 Blk Baltimore Ave ,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,8/23/23,THEFT REPORT,7900 Blk Braygreen Rd,A purse was stolen. ,,,,,,,,,,
,8/23/23,STOLEN VEHICLE,8200 Blk Harvest Bend Ln ,A Nissan was reported stolen by unknown means.,,,,,,,,,,
,8/23/23,STOLEN VEHICLE,8200 Blk Harvest Bend Ln ,A Hyundai was reported stolen by unknown means.,,,,,,,,,,
,8/23/23,THEFT REPORT,9600 Blk Fort Meade Rd,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,8/23/23,STOLEN VEHICLE,200 Blk Fort Meade Rd ,A Dodge was reported stolen by unknown means. ,,,,,,,,,,
,8/23/23,THEFT REPORT,9600 Blk Fort Meade Rd,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,8/24/23,THEFT FROM AUTO,100 Blk Ninth St ,Bank information was stolen from a vehicle. ,,,,,,,,,,
,8/24/23,THEFT FROM AUTO,100 Blk Ninth St,Bank information was stolen from a vehicle. ,,,,,,,,,,
,8/24/23,STOLEN VEHICLE,100 Blk Saint Marys Pl,A Golf Cart was stolen by an unknown suspect.,,,,,,,,,,
,8/24/23,THEFT FROM AUTO,9600 Blk Fort Meade Rd ,A wallet was stolen out of a vehicle. ,,,,,,,,,,
,8/24/23,THEFT FROM AUTO,800 Blk Fifth St,A bookbag was stolen from a vehicle.,,,,,,,,,,
,8/24/23,THEFT FROM AUTO,500 Blk Talbott Ave ,Electronics and tools were stolen from a vehicle.,,,,,,,,,,
,8/25/23,ATTEMPTED STOLEN VEHICLE,14700 Blk Fourth St,An unknown suspect attempted to steal a Kia by popped ignition.,,,,,,,,,,
,8/25/23,THEFT REPORT,14800 Blk Baltimore Ave ,A bike was stolen.,,,,,,,,,,
,8/25/23,VHEICLE COLLISION WITH INJURIES,9700 Blk Fort Meade Rd,A driver was transported to the hospital following a vehicle accident. ,,,,,,,,,,
,8/25/23,THEFT REPORT,300 Blk Montrose Ave,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,8/25/23,THEFT REPORT,14700 Blk Baltimore Ave ,A female was observed was observed shoplifting and fleeing the scene.,,,,,,,,,,
,8/25/23,THEFT FROM AUTO,14600 Blk Laurel Pl,A registration plate was stolen off of a vehicle.,,,,,,,,,,
,8/25/23,STOLEN VEH,14100 Blk Bowsprit Ln ,An Infiniti was reported stolen by unknown means. ,,,,,,,,,,
,8/26/23,FATAL VEHICLE COLLISION,800 Blk Kay Ct ,"A vehicle ran into a residence, causing a fatality.",,,,,,,,,,
,8/26/23,THEFT FROM AUTO,900 Blk Park Hill Rd,Two vehicles were broken into and items were stolen.,,,,,,,,,,
,8/26/23,ATTEMPTED STOLEN VEHICLE,14300 Blk West Side Blvd ,An unknown suspect attempted to steal a Kia by popped ignition.,,,,,,,,,,
,8/26/23,THEFT FROM AUTO,600 Blk Prince George St,Electronics were stolen from a vehicle.,,,,,,,,,,
,8/26/23,THEFT REPORT,14200 Blk Baltimore Ave ,A group were observed shoplifting and fleeing the scene. ,,,,,,,,,,
,8/26/23,THEFT FROM AUTO,800 Blk Fifth St,A wallet was stolen out of a vehicle. ,,,,,,,,,,
,8/27/23,THEFT FROM AUTO,14700 Blk Fourth St,Multiple vehicles were vandalized and items were stolen.,,,,,,,,,,
,8/27/23,THEFT FROM AUTO,7800 Blk Contee Rd ,All four tires were stolen off of a vehicle.,,,,,,,,,,
,8/27/23,THEFT FROM AUTO,7800 Blk Contee Rd,A package was stolen from a vehicle.,,,,,,,,,,
,8/27/23,THEFT FROM AUTO,7800 Blk Contee Rd,A handicap placard was stolen from a vehicle.,,,,,,,,,,
,8/27/23,THEFT FROM AUTO,7800 Blk Contee Rd,A registration plate was stolen off of a vehicle.,,,,,,,,,,
,8/27/23,THEFT REPORT,14700 Blk Fourth St,A storage unit was broken into.,,,,,,,,,,
,8/28/23,ARMED ROBBERY,7900 Blk Braygreen Rd ,A victim was robbed at gunpoint.,,,,,,,,,,
,8/28/23,TAMPERING,9600 Blk Fort Meade Rd,An unknown suspect attempted to steal an ATM.,,,,,,,,,,
,8/28/23,THEFT REPORT,600 Blk Seventh St,Two males were observed shoplifting and fleeing the scene.,,,,,,,,,,
,8/28/23,THEFT REPORT,7800 Blk Contee Rd,Parts were stolen off of a vehicle.,,,,,,,,,,
,8/30/23,STOLEN VEHICLE,14000 Blk Vista Dr ,A Toyota was reported stolen by unknown means.,,,,,,,,,,
,8/30/23,THEFT REPORT,600 Blk Seventh St ,A purse was stolen. ,,,,,,,,,,
,8/31/23,ATTEMPTED VEHICLE THEFT,800 Blk Fifth St,An unknown suspect attempted to break into a vehicle. ,,,,,,,,,,
,8/31/23,ATTEMPTED VEHICLE THEFT,14700 Blk Fourth St ,An unknown suspect attempted Steal a Hyundai by popped ignition. ,,,,,,,,,,
,9/1/23,THEFT FROM AUTO,800 Blk Fifth St,A vehicle was broken into and a handicap placard were stolen. ,,,,,,,,,,
,9/1/23,THEFT REPORT,14700 Blk Baltimore Ave ,Two females were observed shoplifting and fleeing the scene. ,,,,,,,,,,
,9/1/23,MOTORCYCLE ACCIDENT ,100 Blk Washington Blvd,A driver was transported to the hospital following a motorcycle accident. ,,,,,,,,,,
,9/2/23,STOLEN VEHICLE,14200 Blk Oxford Dr,A Hyundai was reported stolen by unknown means.,,,,,,,,,,
,9/2/23,MOTORCYCLE ACCIDENT,Carroll Ave / Washington Blvd ,A driver was transported to the hospital following a motorcycle accident. ,,,,,,,,,,
,9/2/23,MOTORCYCLE ACCIDENT ,Sandy Spring Rd / Van Dusen Rd,A driver was transported to the hospital following a motorcycle accident. ,,,,,,,,,,
,9/3/23,THEFT FROM AUTO,8300 Blk Ashford Blvd,Three vehicles were broken into and had items stolen. ,,,,,,,,,,
,9/4/23,THEFT FROM AUTO,400 Blk Marshall Ct,A vehicle was broken into and power tools were stolen. ,,,,,,,,,,
,9/4/23,THEFT REPORT,300 Blk Domer St,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,9/4/23,THEFT REPORT,15100 Blk Baltimore Ave,Money was stolen. ,,,,,,,,,,
,9/4/23,THEFT FROM AUTO,300 Blk Montrose Ave,Bank cards were stolen out of a vehicle. ,,,,,,,,,,
,9/4/23,STOLEN VEHICLE,14000 Blk Korba Pl,A Hyundai was reported stolen by unknown means.,,,,,,,,,,
,9/4/23,THEFT REPORT,14700 Blk Baltimore Ave,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,9/4/23,ARMED ROBBERY,14700 Blk Baltimore Ave,Three suspects robbed a business at gunpoint.  ,,,,,,,,,,
,9/5/23,STOLEN VEHICLE,14700 Blk Normandy Ct ,A Toyota was reported stolen by unknown means. ,,,,,,,,,,
,9/5/23,RECOVERED STOLEN VEHICLE,14300 Blk Dover Ct,Multiple stolen vehicles were recovered at this location. ,,,,,,,,,,
,9/5/23,RECOVERED STOLEN VEHICLE,7900 Blk Bayshore Dr,A stolen Kia was recovered. ,,,,,,,,,,
,9/6/23,THEFT FROM AUTO,300 Blk Montrose Ave,A wallet was stolen out of a vehicle. ,,,,,,,,,,
,9/6/23,STOLEN VEHICLE,13600 Blk Baltimore Ave ,An unknown suspect entered an idling vehicle and fled the scene. ,,,,,,,,,,
,9/6/23,THEFT FROM AUTO,300 Blk Montrose ,A wallet was stolen out of a vehicle. ,,,,,,,,,,
,9/7/23,STOLEN VEHICLE,14000 Blk Vista Dr ,A Hyundai was reported stolen by unknown means.,,,,,,,,,,
,9/7/23,STOLEN VEHICLE,800 Blk Fifth St,A Hyundai was reported stolen by unknown means.,,,,,,,,,,
,9/7/23,PACKAGE THEFT,800 Blk Fifth St,A package was stolen.,,,,,,,,,,
,9/7/23,THEFT REPORT,14300 Blk Baltimore Ave,Power tools were stolen.,,,,,,,,,,
,9/7/23,THEFT REPORT,7900 Blk Braygreen Rd,Items were stolen from a residence. ,,,,,,,,,,
,9/7/23,ATTEMPTED VEHICLE THEFT,8100 Blk Sandy Spring Rd,An unknown suspect attempted to steal a Hyundai by damaged ignition. ,,,,,,,,,,
,9/7/23,ATTEMPTED VEHICLE THEFT,900 Blk Nichols Dr ,An unknown suspect attempted to steal a Kia by damaged ignition. ,,,,,,,,,,
,9/8/23,STOLEN VEHICLE,1 Blk Main St,A Chevy was reported stolen by unknown means. ,,,,,,,,,,
,9/8/23,THEFT REPORT,14700 Blk Baltimore Ave ,Two males were observed shoplifting and fleeing the scene. ,,,,,,,,,,
,9/9/23,THEFT REPORT,14700 Blk Baltimore Ave ,A male was observed shoplifting and fleeing the scene. ,,,,,,,,,,
,9/10/23,THEFT REPORT,Wheatland Pl / Ashford Blvd,Liquor was stolen.,,,,,,,,,,
,9/10/23,STOLEN VEHICLE,7800 Blk Contee Rd ,A Hyundai was reported stolen by unknown means. ,,,,,,,,,,
,9/10/23,RECOVERED STOLEN VEHICLE,7800 Blk Contee Rd,A stolen Honda was recovered.,,,,,,,,,,
,9/10/23,ARMED CARJACKING,14600 Blk Laurel Bowie Rd,A victim was carjacked at gunpoint.,,,,,,,,,,
,9/11/23,THEFT FROM AUTO,800 Blk Fifth St,A registration plate was stolen off of a vehicle. ,,,,,,,,,,
,9/11/23,ASSAULT,9100 Blk Elaine Ct ,An unknown suspect attacked a female with a knife.,,,,,,,,,,
,9/11/23,RECOVERED STOLEN VEHICLE,7800 Blk Sandy Spring Rd,A stolen trailer was recovered.,,,,,,,,,,
,9/11/23,THEFT REPORT,14700 Blk Baltimore Ave,A backpack was stolen.,,,,,,,,,,
,9/12/23,RECOVERED STOLEN VEHICLE,600 Blk Washington Blvd ,A stolen Hyundai was recovered.,,,,,,,,,,
,9/12/23,THEFT FROM AUTO,15100 Blk Baltimore Ave,A purse was stolen from a vehicle.,,,,,,,,,,
,9/13/23,THEFT FROM AUTO,14700 Blk Fourth St ,A wallet was stolen from a vehicle.,,,,,,,,,,
,9/13/23,THEFT REPORT,100 blk Bowie Rd,Two females were observed shoplifting and fleeing the scene. ,,,,,,,,,,
,9/13/23,THEFT REPORT,14200 Blk Baltimore Ave ,A female was observed shoplifting and fleeing the scene.,,,,,,,,,,
,9/13/23,THEFT REPORT,15100 Blk Baltimore Ave,A male was observed shoplifting and fleeing the scene.,,,,,,,,,,
,9/14/23,THEFT REPORT,1000 Blk Fairlawn Ave,Two females were observed shoplifting and fleeing the scene.,,,,,,,,,,
,9/14/23,THEFT FROM AUTO,14700 Blk Baltimore Ave,A wallet was stolen out of a vehicle.,,,,,,,,,,
,9/14/23,THEFT REPORT,600 Blk Washington Blvd ,A male was observed shoplifting and fleeing the scene.,,,,,,,,,,
,9/14/23,THEFT REPORT,15100 Blk  Baltimore Ave,A male was observed shoplifting and fleeing the scene.,,,,,,,,,,
,9/14/23,DUI ARREST,Montrose Ave / Fifth St,A female was arrested for driving under the influence. ,,,,,,,,,,
,9/15/23,THEFT FROM AUTO,14100 Blk Yardarm Way ,A tag was stolen off of a vehicle. ,,,,,,,,,,
,9/15/23,THEFT REPORT,300 Blk Montrose Ave,A male stole a tip jar. ,,,,,,,,,,
,9/15/23,ATTEMPTED AUTO THEFT,500 Blk  Main St,An unknown suspect attempted to steal a vehicle. ,,,,,,,,,,
,9/16/23,THEFT REPORT,500 blk Seventh St,A computer was stolen.,,,,,,,,,,
,9/17/23,THEFT FROM AUTO,900 Blk Fifth St ,Two purses were stolen from a vehicle.,,,,,,,,,,
,9/17/23,THEFT REPORT,300 Blk Washington Blvd ,A customer fled without paying for services. ,,,,,,,,,,
,9/18/23,THEFT FROM AUTO,1 Blk Woodland Ct ,Rims were stolen off of a vehicle.,,,,,,,,,,
,9/18/23,THEFT FROM AUTO,14000 Blk Vista Dr ,Three vehicles were broken into and had items stolen. ,,,,,,,,,,
,9/18/23,ATTEMPTED AUTO THEFT,9400 Blk Spring House Ln,An unknown suspect attempted to break into a vehicle. ,,,,,,,,,,
,9/18/23,THEFT FROM AUTO,7800 Blk Contee Rd,A parking pass was stolen out of a vehicle.,,,,,,,,,,
,9/18/23,BREAK IN REPORT,14600 Blk Philip Ct ,An unknown suspect broke into a vacant residence. ,,,,,,,,,,
,9/18/23,ARMED ROBBERY,1000 Blk Washington Blvd ,A victim was robbed at gunpoint.,,,,,,,,,,
,9/18/23,THEFT FROM AUTO,400 Blk Prince George St,A wallet was stolen out of ,,,,,,,,,,
,5/25/22,THEFT REPORT,100 Blk Sharon Ct ,A wallet was stolen. ,,,,,,,,,,
,5/26/22,THEFT REPORT,15600 Blk Plaid Dr,A male was observed stealing and was arrested. ,,,,,,,,,,
,5/26/22,BREAK IN REPORT,14700 Blk Fourth St ,A residence was broken into and several documents were stolen. ,,,,,,,,,,
,5/26/22,STOLEN VEHICLE,14700 Blk Shiloh Ct,The victim's vehicle was stolen by unknown means. ,,,,,,,,,,
,5/26/22,THEFT REPORT,14800 Blk Baltimore Ave,A female left without paying for services. ,,,,,,,,,,
,5/26/22,THEFT FROM AUTO,15700 Blk Dorset Rd,A tag was stolen. ,,,,,,,,,,
,5/27/22,SHOPLIFTING ARRESTS,200 Blk Fort Meade Rd,Two males were arrested for shoplifting. ,,,,,,,,,,
,5/27/22,THEFT FROM AUTO ,14700 Blk Fourth St ,A tag was stolen. ,,,,,,,,,,
,5/27/22,THEFT REPORT,800 Blk Fifth St,A wallet was stolen. ,,,,,,,,,,
,5/28/22,NON CONTACT SHOOTING,14100 Blk Greenview Dr,A stray bullet entered a residence. ,,,,,,,,,,
,5/28/22,STOLEN VEHICLE,1 Blk Riverfront Pl,The victim's vehicle was stolen by unknown means. ,,,,,,,,,,
,5/28/22,STOLEN VEHICLE,14700 Blk Baltimore Ave ,A suspect entered the victim's idling vehicle and fled the scene.,,,,,,,,,,
,5/29/22,STOLEN VEHICLE,14900 Blk Belle Ami Dr,The victim's vehicle was stolen by unknown means. ,,,,,,,,,,
,5/29/22,DUI ARREST,Gorman Ave / Washington Blvd ,A male was arrested for driving under the influence. ,,,,,,,,,,
,5/29/22,VANDALISM,900 Blk Montgomery St,The windshield to the victim's vehicle was shattered.,,,,,,,,,,
,5/30/22,THEFT REPORT,100 Blk Irving St,A purse was stolen.,,,,,,,,,,
,5/30/22,VANDALISM,13600 Blk Baltimore Ave,The window to the victim's vehicle was shattered.,,,,,,,,,,
,5/31/22,STOLEN VEHICLE,14700 Blk Fourth St ,The victim's vehicle was stolen by unknown means. ,,,,,,,,,,
,5/31/22,STOLEN VEHICLE,200 Blk Fort Meade Rd ,The victim's vehicle was stolen by unknown means. ,,,,,,,,,,
,5/31/22,THEFT,200 Blk Fort Meade Rd ,Kitchen supplies were stolen.,,,,,,,,,,
,5/31/22,DUI ARREST,South Arbory Ln / East Arbory Ct,A female was arrested for driving under the influence. ,,,,,,,,,,
,6/1/22,STOLEN VEHICLE,14200 Blk West Side Blvd ,The victim's vehicle was stolen by unknown means. ,,,,,,,,,,
,6/1/22,THEFT FROM AUTO,7800 Blk Sandy Spring Rd,Gas was stolen out of a vehicle. ,,,,,,,,,,
,6/1/22,THEFT REPORT,14300 Blk Baltimore Ave,Tools were stolen.,,,,,,,,,,
,6/1/22,THEFT REPORT,100 Blk Bowie Rd,A cellphone was stolen. ,,,,,,,,,,
,6/2/22,SHOPLIFTING ARRESTS,200 Blk Fort Meade Rd ,Two males were arrested for shoplifting. ,,,,,,,,,,
,6/2/22,THEFT REPORT,14100 Blk Baltimore Ave ,Electronics were stolen. ,,,,,,,,,,
,6/3/22,VANDALISM,8200 Blk Londonderry Ct,The window to the victim's vehicle was shattered.,,,,,,,,,,
,6/3/22,ROBBERY,15100 Blk Baltimore Ave ,The victim was robbed at knife point. ,,,,,,,,,,
,6/4/22,STOLEN VEHICLE,8300 Blk Ashford Blvd ,The victim's vehicle was stolen by unknown means. ,,,,,,,,,,
,6/5/22,BREAK IN REPORT,1000 Blk Marton St,The victim's residence was broken into.,,,,,,,,,,
,6/5/22,THEFT,200 Blk Fort Meade Rd ,A backpack was stolen. ,,,,,,,,,,
,6/5/22,THEFT FROM AUTO,800 Blk Fifth St,A tag was stolen. ,,,,,,,,,,
,6/5/22,THEFT FROM AUTO,14700 BlkBaltimore Ave,A bag was stolen.,,,,,,,,,,
,6/7/22,THEFT REPORT,900 Blk Fourth St,Vape cartridges were stolen. ,,,,,,,,,,
,6/8/22,THEFT REPORT,1 Blk Morris Dr ,A male failed to pay for food.,,,,,,,,,,
,6/9/22,STOLEN VEHICLE,14800 Blk Fourth St ,A vehicle was stolen by unknown means.,,,,,,,,,,
,6/9/22,STOLEN VEHICLE,800 Blk Fifth St,A vehicle was stolen by unknown means.,,,,,,,,,,
,6/10/22,THEFT REPORT,200 Blk Fort Meade Rd ,Tools were stolen.,,,,,,,,,,
,6/10/22,THEFT REPORT,200 Blk Fort Meade Rd ,Tools were stolen.,,,,,,,,,,
,6/10/22,PEDESTRIAN STRUCK ,Washington Blvd / Marshall Ave,A vehicle struck a bicyclist.,,,,,,,,,,
,6/10/22,THEFT REPORT,1000 Blk Mill Branch Dr,Construction materials were stolen. ,,,,,,,,,,
,6/10/22,THEFT FROM AUTO,14700 Blk Baltimore Ave ,A purse was stolen out of a vehicle.,,,,,,,,,,
,6/10/22,SHOPLIFTING,14700 Blk Baltimore Ave ,A male was observed stealing food.,,,,,,,,,,
,6/10/22,THEFT FROM AUTO,7800 Blk Contee Rd ,Items were stolen out of a vehicle.,,,,,,,,,,
,6/10/22,THEFT REPORT,14600 Blk Shiloh Ct ,A cellphone was stolen.,,,,,,,,,,
,6/11/22,Narcotics & Firearm Recovered,800 Blk Second St ,Narcotics and a firearm were recovered in a traffic stop. ,,,,,,,,,,
,6/11/22,ROBBERY,1000 Blk Fairlawn Ave,The victim was robbed at gunpoint. ,,,,,,,,,,
,6/11/22,THEFT REPORT,300 Blk Domer St,Alcohol was stolen. ,,,,,,,,,,
,6/11/22,THEFT FROM AUTO,300 Blk Montrose Ave,A wallet was stolen from a vehicle.,,,,,,,,,,
,6/11/22,THEFT REPORT,15100 Blk Baltimore Ave ,Baskets of items were stolen. ,,,,,,,,,,
,6/12/22,THEFT REPORT,300 Blk Montrose Ave,A group was observed stealing items.,,,,,,,,,,
,6/12/22,THEFT REPORT,200 Blk Fort Meade Rd ,Tools were stolen.,,,,,,,,,,
,6/12/22,SHOPLIFTING,14800 Blk Baltimore Ave ,A group was observed stealing items.,,,,,,,,,,
,6/13/22,Theft from Auto,14800 Blk Ashford Pl,Items were stolen out of a vehicle.,,,,,,,,,,
,6/13/22,BREAK IN REPORT,14800 Blk Belle Ami Dr,An unoccupied residence was broken into.,,,,,,,,,,
,6/14/22,STOLEN VEHICLE,14800 Blk Belle Ami Dr,A vehicle was stolen by unknown means.,,,,,,,,,,
,6/14/22,BREAK IN REPORT,600 Blk Washington Blvd ,A group was observed breaking into a business.,,,,,,,,,,
,6/14/22,VANDALISM,14700 Blk Fourth St ,A window on the victim's vehicle was shattered. ,,,,,,,,,,
,6/14/22,STOLEN VEHICLE,7600 Blk North Arbory Way,A vehicle was stolen by unknown means.,,,,,,,,,,
,6/14/22,THEFT FROM AUTO,14700 Blk Baltimore Ave ,Tags were stolen off of a vehicle.,,,,,,,,,,
,6/15/22,THEFT REPORT,14800 Blk Baltimore Ave ,Instruments were stolen.,,,,,,,,,,
,6/15/22,STOLEN VEHICLE,14700 Blk Fourth St ,The victim's vehicle was stolen by unknown means. ,,,,,,,,,,
,6/16/22,STOLEN VEHICLE,8200 Blk Harvest Bend Ln,The victim's vehicle was stolen by unknown means. ,,,,,,,,,,
,6/16/22,STOLEN VEHICLE,7800 Blk Contee Rd,The victim's vehicle was stolen by unknown means. ,,,,,,,,,,
,6/16/22,THEFT REPORT,200 Blk Fort Meade Rd,Tools were stolen. ,,,,,,,,,,
,6/17/22,VANDALISM,200 Blk Fort Meade Rd ,The rear window to a van was shattered. ,,,,,,,,,,
,6/17/22,PACKAGE THEFT,14200 Blk West Side Blvd,A package was stolen.,,,,,,,,,,
,6/17/22,THEFT FROM AUTO,14700 Blk Baltimore Ave,Luxury fashion items were stolen from a vehicle.,,,,,,,,,,
,6/18/22,THEFT REPORT,200 Blk Fort Meade Rd ,Tools were stolen. ,,,,,,,,,,
,6/18/22,SHOPLIFTING,14700 Blk Baltimore Ave,A male was observed shoplifting.,,,,,,,,,,
,6/18/22,THEFT REPORT,600 Blk Seventh St,Groceries were stolen. ,,,,,,,,,,
,6/18/22,STOLEN VEHICLE,14700 Blk Baltimore Ave,The victim's vehicle was stolen by unknown means. ,,,,,,,,,,
,6/19/22,THEFT FROM AUTO,1 Blk Second St,A handgun was stolen from a vehicle.,,,,,,,,,,
,6/20/22,STOLEN VEHICLE,14400 Blk West Side Blvd ,The victim's vehicle was stolen by unknown means. ,,,,,,,,,,
,6/20/22,THEFT REPORT,200 Blk Fort Meade Rd ,Tools were stolen. ,,,,,,,,,,
,6/21/22,THEFT REPORT,400 Blk Gorman Ave,A cellphone was stolen. ,,,,,,,,,,
,6/21/22,PACKAGE THEFT,800 Blk Fifth St,Packages were stolen.,,,,,,,,,,
,6/22/22,THEFT REPORT,7900 Blk Crows Nest Ct,A male was observed stealing tires off of a vehicle.,,,,,,,,,,
,6/22/22,THEFT REPORT,14300 Blk Baltimore Ave,A male was observed shoplifting.,,,,,,,,,,
,6/22/22,THEFT FROM AUTO,1 Blk Morris Dr,A tag was stolen. ,,,,,,,,,,
,6/22/22,THEFT REPORT,200 Blk Fort Meade Rd ,Tools were stolen. ,,,,,,,,,,
,4/28/22,THEFT FROM AUTO,200 Blk Fort Meade Rd,Power tool were stolen from the victim's vehicle. ,,,,,,,,,,
,4/28/22,Attempted Burglary,14100 Blk Mintlaw Lndg,The victim's front door was tampered with. ,,,,,,,,,,
,4/28/22,VANDALISM,14300 Blk Rosemore Ln,A window to the victim's resident was tampered with. ,,,,,,,,,,
,4/28/22,THEFT ARRESTS,200 Blk Fort Meade Rd ,Two individuals were arrested for shoplifting. ,,,,,,,,,,
,4/28/22,THEFT FROM AUTO,14600 Blk Baltimore Ave ,Electronics were stolen from the victim's vehicle.,,,,,,,,,,
,4/28/22,THEFT FROM AUTO,9600 Blk Fort Meade Rd ,A purse was stolen from the victim's vehicle.,,,,,,,,,,
,4/28/22,THEFT REPORT,300 Blk Montrose Ave,Clothing was stolen.,,,,,,,,,,
,4/28/22,VANDALISM,15800 Blk Haynes Rd,A window to the victim's resident was tampered with. ,,,,,,,,,,
,4/28/22,THEFT REPORT,800 Blk Fifth St,A cellphone was stolen. ,,,,,,,,,,
